"","X.2","X.1","X","NUMBER","ACC","PAGE","Author","Year","Title","DOI","Location","Biome","Landscape","Lower_diversity_guild","Higher_diversity_guilds","Plant.species.family","Plant.species","Pollinator.variable.measure","Reproductive.succes.measure","Response","Nc.visits","Nt.visits","Escala_visitas","Nc.sp..Poll","Nt.sp..Poll","Obs.Exp","N","Escala.N","N.control","N.treat","Measure.used","Value","df","valueC","valueT","Unidad","seC","seT","Visitas.C","Visitas.T","Unidad.de.tiempo.de.visitas","Country","Obs","Tiempo.muestreo","Genus","logRR_manual","SD_C","SD_T","cv_c","cv_t","yi","vi","Guild_sp","Exp_no.exp","Managed_Wild","Vert_Invert","Diurn_Noctur","Flying_Noflying","Cultivo","Biomes","Flower_color","Flower_sex","Flower_sexual_self-incompatibility_mechanism","Plant_mating_system","Flower_insemination_autogamous_or_xenogamous","Species_reproduction_type","Flower_corolla_type","Flower_colour","Breeding_system","Sex_or_flower_type","IMPUTED_Compatibility","Flower_morphology","Flowers_per_plant","Autonomous_selfing_level"
"607",626,626,NA,NA,NA,NA,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species",NA,"Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Ericaceae","Rhododendron simsii","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",18,"inflorescence",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"China",NA,NA,"Rhododendron",NA,NA,NA,NA,NA,0.808122035641769,0.242222222222222,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"608",627,627,NA,NA,NA,NA,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species",NA,"Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Ericaceae","Rhododendron trichocladum","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",18,"inflorescence",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"China",NA,NA,"Rhododendron",NA,NA,NA,NA,NA,0.184072241451736,0.22325987654321,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"609",628,628,NA,NA,NA,NA,"Huang, Zhi-Huan; Song, Yun-Peng; Huang, Shuang-Quan",2017,"Evidence for passerine bird pollination in Rhododendron species",NA,"Cangshan and Laojunshan National Nature Rserve, Yunnan Province","Tropical & Subtropical Moist Broadleaf Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Ericaceae","Rhododendron virgatum","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",18,"inflorescence",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"China",NA,NA,"Rhododendron",NA,NA,NA,NA,NA,0.538748023761179,0.231111111111111,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610",629,629,NA,NA,94,NA,"Kovacs-Hostyanszki, Aniko; Haenke, Sebastian; Batary, Peter; Jauker, Birgit; Baldi, Andras; Tscharntke, Teja; Holzschuh, Andrea",2013,"Contrasting effects of mass-flowering crops on bee pollination of hedge plants at different spatial and temporal scales",NA,"Göttingen","Temperate Broadleaf & Mixed Forests","Agricultural","cor.lineal","all visitors","Rosaceae","Rosa canina","species richness","seed set",NA,NA,NA,NA,NA,NA,"Obs",24,"field",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Germany",NA,NA,"Rosa",NA,NA,NA,NA,NA,-0.934184708799378,0.186169791666667,"Species",FALSE,"Wild",NA,NA,NA,"Crop","Temperate","pw_puw","hermaphroditic","self-compatibel species, present, mechanism unknown, present, mechanism unknown, present, mechanism unknown","primarily allogamous","facultative autogamous","by seed/by spore","",NA,"hermaphrodite",NA,"self_compatible",NA,NA,NA
"611",630,630,NA,NA,114,NA,"Maruyama, Pietro Kiyoshi; Custodio, Luciana Nascimento; Oliveira, Paulo Eugenio",2012,"When hummingbirds are the thieves: visitation effect on the reproduction of Neotropical snowbell Styrax ferrugineus Nees & Mart (Styracaceae)",NA,"Uberlândia","Tropical & Subtropical Grasslands, Savannas & Shrublands","Savanna","Vertebrate Diurnal flying exclusion","all visitors","Styracaceae","Styrax ferrugineus","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",28,"branch",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Styrax",NA,NA,NA,NA,NA,-0.118159767290263,0.143121642857143,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612",631,631,NA,NA,124,NA,"Moreira, Marina M.; Miranda, Amanda S.; de Sa-Haiad, Barbara; Santiago-Fernandes, Lygia R.; de Lima, Heloisa A.",2019,"Diurnal versus nocturnal pollinators and the effect of anthesis onset on the reproductive success of Agarista revoluta (Ericaceae)",NA,"Maricá","Tropical & Subtropical Moist Broadleaf Forests","Forest","Diurnal exclusion","all visitors","Ericaceae","Agarista revoluta","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",596,"flower",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Agarista",NA,NA,NA,NA,NA,0.0365734104259204,0.00671253439597315,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613",632,632,NA,NA,NA,NA,"Moreira, Marina M.; Miranda, Amanda S.; de Sa-Haiad, Barbara; Santiago-Fernandes, Lygia R.; de Lima, Heloisa A.",2019,"Diurnal versus nocturnal pollinators and the effect of anthesis onset on the reproductive success of Agarista revoluta (Ericaceae)",NA,"Maricá","Tropical & Subtropical Moist Broadleaf Forests","Forest","Nocturnal exclusion","all visitors","Ericaceae","Agarista revoluta","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Exp",596,"flower",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brazil",NA,NA,"Agarista",NA,NA,NA,NA,NA,-0.284650771525229,0.00677955633192199,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"614",633,633,NA,NA,135,NA,"Perez-Mendez, Nestor; Andersson, Georg K. S.; Requier, Fabrice; Hipolito, Juliana; Aizen, Marcelo A.; Morales, Carolina L.; Garcia, Nancy; Gennari, Gerardo P.; Garibaldi, Lucas A.",2020,"The economic cost of losing native pollinator species for orchard production",NA,"Alto Valle, Neuquén","Temperate Grasslands, Savannas & Shrublands","Agricultural","sp1.HB","sp2.HB","Rosaceae","Malus domestica","Pollinator species richness","fruit set",NA,NA,NA,NA,NA,NA,"Exp",8,"orchard",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Argentina",NA,NA,"Malus",NA,NA,NA,NA,NA,-2.40416305603426,0.977753125,"Species",TRUE,"Managed","Invertebrate",NA,"Flying","Crop","Temperate","w_wp","hermaphroditic","± self-incompatibel species, ± self-incompatibel species, gametophytic self-incompatibility","amphimicitc, sexual","allogamous","mostly by seed, rarely vegetatively","",NA,"hermaphrodite",NA,"self_incompatible",NA,NA,NA
"615",634,634,NA,NA,NA,NA,"Ryder, Jordan T.; Cherrill, Andrew; Prew, Richard; Shaw, Jenna; Thorbek, Pernille; Walters, Keith F. A.",2020,"Impact of enhanced Osmia bicornis (Hymenoptera: Megachilidae) populations on pollination and fruit quality in commercial sweet cherry (Prunus avium L.) orchards",NA,"Herefordshire","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Prunus avium","Pollinator species richness","fruit number",NA,NA,NA,NA,NA,NA,"Exp",40,"tree",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK",NA,NA,"Prunus",NA,NA,NA,NA,NA,-0.058889568082076,0.100045125,"Species",TRUE,"Wild","Invertebrate",NA,"Flying","Crop","Temperate","w_wp","hermaphroditic","self-incompatibel species, gametophytic self-incompatibility, gametophytic, 1 locus","amphimicitc, sexual, primarily allogamous","allogamous","by seed/by spore","",NA,"hermaphrodite",NA,"self_incompatible",NA,NA,NA
"616",635,635,NA,NA,NA,NA,"Ryder, Jordan T.; Cherrill, Andrew; Prew, Richard; Shaw, Jenna; Thorbek, Pernille; Walters, Keith F. A.",2020,"Impact of enhanced Osmia bicornis (Hymenoptera: Megachilidae) populations on pollination and fruit quality in commercial sweet cherry (Prunus avium L.) orchards",NA,"Herefordshire","Temperate Broadleaf & Mixed Forests","Agricultural","open.allvisitors",".+sp1","Rosaceae","Prunus avium","Pollinator species richness","fruit number",NA,NA,NA,NA,NA,NA,"Exp",40,"tree",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UK",NA,NA,"Prunus",NA,NA,NA,NA,NA,0.805857247438935,0.10845,"Species",TRUE,"Wild","Invertebrate",NA,"Flying","Crop","Temperate","w_wp","hermaphroditic","self-incompatibel species, gametophytic self-incompatibility, gametophytic, 1 locus","amphimicitc, sexual, primarily allogamous","allogamous","by seed/by spore","",NA,"hermaphrodite",NA,"self_incompatible",NA,NA,NA
"617",636,636,NA,NA,174,NA,"Stanley, Johnson; Sah, Khushboo; Subbanna, Avupati R. N. S.; Preetha, G.; Gupta, JaiPrakash",2017,"How Efficient Is Apis cerana (Hymenoptera: Apidae) in Pollinating Cabbage, Brassica oleracea var. capitata? Pollination Behavior, Pollinator Effectiveness, Pollinator Requirement, and Impact of Pollination",NA,"Hawalbagh","Tropical & Subtropical Coniferous Forests","Agricultural","open.allvisitors",".+HB","Brassicaceae","Brassica oleracea var.capita","Pollinator species richness","fruit set",NA,NA,NA,NA,NA,NA,"Exp",20,"inflorescence",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India",NA,NA,"Brassica",NA,NA,NA,NA,NA,-1.0493772536661,0.2300125,"Species",TRUE,"Managed","Invertebrate",NA,NA,"Crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618",637,637,NA,NA,NA,NA,"Stanley, Johnson; Sah, Khushboo; Subbanna, Avupati R. N. S.; Preetha, G.; Gupta, JaiPrakash",2017,"How Efficient Is Apis cerana (Hymenoptera: Apidae) in Pollinating Cabbage, Brassica oleracea var. capitata? Pollination Behavior, Pollinator Effectiveness, Pollinator Requirement, and Impact of Pollination",NA,"Hawalbagh","Tropical & Subtropical Coniferous Forests","Agricultural","open.allvisitors",".+HB","Brassicaceae","Brassica oleracea var.capita","Pollinator species richness","fruit set",NA,NA,NA,NA,NA,NA,"Exp",20,"inflorescence",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India",NA,NA,"Brassica",NA,NA,NA,NA,NA,-1.76895022760857,0.2852845,"Species",TRUE,"Managed","Invertebrate",NA,NA,"Crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619",638,638,NA,NA,NA,NA,"Stanley, Johnson; Sah, Khushboo; Subbanna, Avupati R. N. S.; Preetha, G.; Gupta, JaiPrakash",2017,"How Efficient Is Apis cerana (Hymenoptera: Apidae) in Pollinating Cabbage, Brassica oleracea var. capitata? Pollination Behavior, Pollinator Effectiveness, Pollinator Requirement, and Impact of Pollination",NA,"Hawalbagh","Tropical & Subtropical Coniferous Forests","Agricultural","open.allvisitors",".+HB","Brassicaceae","Brassica oleracea var.capita","Pollinator species richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",20,"inflorescence",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India",NA,NA,"Brassica",NA,NA,NA,NA,NA,-0.608210489879943,0.210082,"Species",TRUE,"Managed","Invertebrate",NA,NA,"Crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620",639,639,NA,NA,NA,NA,"Stanley, Johnson; Sah, Khushboo; Subbanna, Avupati R. N. S.; Preetha, G.; Gupta, JaiPrakash",2017,"How Efficient Is Apis cerana (Hymenoptera: Apidae) in Pollinating Cabbage, Brassica oleracea var. capitata? Pollination Behavior, Pollinator Effectiveness, Pollinator Requirement, and Impact of Pollination",NA,"Hawalbagh","Tropical & Subtropical Coniferous Forests","Agricultural","open.allvisitors",".+HB","Brassicaceae","Brassica oleracea var.capita","Pollinator species richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",20,"inflorescence",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"India",NA,NA,"Brassica",NA,NA,NA,NA,NA,-0.355503314507291,0.2034445,"Species",TRUE,"Managed","Invertebrate",NA,NA,"Crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621",640,640,NA,NA,210,NA,"Castro, H.; Siopa, C.; Casais, V.; Castro, M.; Loureiro, J.; Gaspar, H.; Dias, M. C.; Castro, S.",2021,"Spatiotemporal Variation in Pollination Deficits in an Insect-Pollinated Dioecious Crop",NA,"North & Centre Portugal","Temperate Broadleaf & Mixed Forests","Agricultural","cor.lineal","all visitors","Actinidiaceae","Actinidia arguta","Pollinator richness","Production (formula)",NA,NA,NA,NA,NA,NA,"Obs",22,"orchard",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,"Actinidia",NA,NA,NA,NA,NA,1.06654333042705,0.209752066115702,"Species",FALSE,"Wild",NA,NA,NA,"Crop","Temperate","","dioecy","","","","","","white","dioecious","separated",NA,"dish","300","none"
"622",641,641,NA,NA,217,NA,"Martin, Keanu and Anderson, Bruce and Minnaar, Corneile and de Jager, Marinus L.",2022,"Assessing the effectiveness of honey bee pollinators for cultivated blueberries in South Africa",NA,"Western","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","open.allvisitors","Ericaceae","Vaccinium corymbosum","pollinator species richness","yield",NA,NA,NA,NA,NA,NA,"Exp",270,"orchard",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",NA,NA,"Vaccinium",NA,NA,NA,NA,NA,-0.571677108946382,0.0154234320987654,"Guild",TRUE,"Managed","Invertebrate",NA,"Flying","Crop","Mediterranean","w_wp","","","","","","",NA,"",NA,"self_compatible",NA,NA,NA
"623",642,642,NA,NA,NA,NA,"Martin, Keanu and Anderson, Bruce and Minnaar, Corneile and de Jager, Marinus L.",2022,"Assessing the effectiveness of honey bee pollinators for cultivated blueberries in South Africa",NA,"Western","Mediterranean Forests, Woodlands & Scrub","Agricultural","sp1.HB","open.allvisitors","Ericaceae","Vaccinium corymbosum","pollinator species richness","fruit size",NA,NA,NA,NA,NA,NA,"Exp",270,"orchard",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South Africa",NA,NA,"Vaccinium",NA,NA,NA,NA,NA,-0.619013430069331,0.0155283950617284,"Guild",TRUE,"Managed","Invertebrate",NA,"Flying","Crop","Mediterranean","w_wp","","","","","","",NA,"",NA,"self_compatible",NA,NA,NA
"624",643,643,NA,NA,223,NA,"Toukem, Nadia K. and Mohamed, Samira A. and Yusuf, Abdullahi A. and Lattorff, H. Michael G. and Copeland, Robert S. and Dubois, Thomas",2022,"Interactions between integrated pest management, pollinator introduction, and landscape context on avocado Persea americana productivity",NA,"Murang","Tropical & Subtropical Moist Broadleaf Forests","Agricultural","cor.lineal","all visitors","Lauraceae","Persea americana","Pollinator species diversity (shannon)","fruit set",NA,NA,NA,NA,NA,NA,"Obs",36,"farm",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kenya",NA,NA,"Persea",NA,NA,NA,NA,NA,-0.733333333333333,0.118923611111111,"Species",FALSE,"Wild",NA,NA,NA,"Crop","Tropical","g_y","","","","","","free","yellow","hermaphrodite","bisexual","self_compatible","dish","10000","low"
"625",644,644,NA,NA,227,NA,"Toivonen, M. and Karimaa, A.-E. and Herzon, I. and Kuussaari, M.",2022,"Flies are important pollinators of mass-flowering caraway and respond to landscape and floral factors differently from honeybees",NA,"Uusimaa region","Temperate Broadleaf & Mixed Forests","Agricultural","cor.lineal","all visitors","Apiaceae","Carum carvi","Pollinator species richness","fruit set",NA,NA,NA,NA,NA,NA,NA,30,"Farm",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Finland",NA,NA,"Carum",NA,NA,NA,NA,NA,-0.3304099319869,0.135255333333333,"Species",FALSE,"Wild",NA,NA,NA,"Crop","Temperate","w_wp","gynodioecious, gynomonoecious","self-compatibel family","amphimicitc, sexual, allogamy","facultative allogamous","by seed/by spore","",NA,"gynodioecious",NA,"self_compatible",NA,NA,NA
"626",645,645,NA,NA,240,NA,"Funamoto, D. and Sugiura, S.",2021,"Relative importance of diurnal and nocturnal pollinators for reproduction in the early spring flowering shrub Stachyurus praecox (Stachyuraceae)",NA,"Takedao","Temperate Broadleaf & Mixed Forests","Forest","Nocturnal exclusion","all visitors","Stachyuraceae","Stachyurus praecox","Pollinator guild richness","seed set",NA,NA,NA,NA,NA,NA,"Exp",36,"flower",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Japan",NA,NA,"Stachyurus",NA,NA,NA,NA,NA,0.780592592592593,0.11996300154321,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Temperate","w_wp",NA,NA,NA,NA,NA,NA,"white","gynodioecious","bisexual","self_incompatible","tube","30000","none"
"627",646,646,NA,NA,244,NA,"Ye, Z. M. and Jin, X. F. and Yang, C. F.",2021,"Urban forest fragmentation can highly influence pollinator-plant interactions in close contrasting habitats of a local herb, Ajuga decumbens (Labiatae)",NA,"Wuhan","Temperate Broadleaf & Mixed Forests","Urban","cor.lineal","all visitors","Lamiaceae","Ajuga decumbens","Pollinator species richness","fruit set",NA,NA,NA,NA,NA,NA,"Obs",6,"patch (18m2)",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"China",NA,NA,"Ajuga",NA,NA,NA,NA,NA,-2.45863450448957,1.45376088888889,"Species",FALSE,"Wild",NA,NA,NA,"No_crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"628",647,647,NA,NA,245,NA,"Gaspar, Hugo and Loureiro, Joao and Castro, Helena and Siopa, Catarina and Castro, Mariana and Casais, Vinicius and Castro, Silvia",2022,"Impact of local practices and landscape on the diversity and abundance of pollinators in an insect-dependent crop",NA,"Central-North Portugal","Temperate Broadleaf & Mixed Forests","Agricultural","cor.lineal","all visitors","Actinidiaceae","Actinidia arguta","Pollinator diversity (shannon)","yield",NA,NA,NA,NA,NA,NA,"Obs",22,"orchard",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Portugal",NA,NA,"Actinidia",NA,NA,NA,NA,NA,1.94644157802937,0.274855475206612,"Species",FALSE,"Wild",NA,NA,NA,"Crop","Temperate","","dioecy","","","","","","white","dioecious","separated",NA,"dish","300","none"
"629",648,648,NA,NA,260,NA,"Vogel, C.; Chunga, T. L.; Sun, X. X.; Poveda, K.; Steffan-Dewenter, I.",2021,"Higher bee abundance, but not pest abundance, in landscapes with more agriculture on a late-flowering legume crop in tropical smallholder farms",NA,"Mzimba distric","Tropical & Subtropical Grasslands, Savannas & Shrublands","Agricultural","cor.lineal","all visitors","Fabaceae","Cajanus cajan","Bee richness","fruit set",NA,NA,NA,NA,NA,NA,"Obs",9,"orchard",NA,NA,"t",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Malawi",NA,NA,"Cajanus",NA,NA,NA,NA,NA,-0.859259259259259,0.496358024691358,"Species",FALSE,"Wild",NA,NA,NA,"Crop","Tropical","o_y","","","","","","(partly) united",NA,"",NA,"",NA,NA,NA
"630",651,651,NA,NA,5,NA,"Alomar, David; Gonzalez-Estevez, Miguel A.; Traveset, Anna; Lazaro, Amparo",2018,"The intertwined effects of natural vegetation, local flower community, and pollinator diversity on the production of almond trees",NA,"Mallorca","Mediterranean Forests, Woodlands & Scrub","Agricultural","cor.lineal","all visitors","Rosaceae","Prunus dulcis","Pollinator species diversity (inverse simpson)","fruit set",NA,NA,NA,NA,NA,NA,"Obs",360,NA,NA,NA,"X2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Spain",NA,NA,"Prunus",NA,NA,NA,NA,NA,-0.219437508959428,0.0112454315434355,"Species",FALSE,"Wild",NA,NA,NA,"Crop","Mediterranean","w_wp","","","","","","",NA,"",NA,"",NA,NA,NA
"631",652,652,NA,NA,6,NA,"Anderson, S. H.",2003,"The relative importance of birds and insects as pollinators of the New Zealand flora",NA,"Tiritiri Matangi and Little Barrier","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Fabaceae","Sophora microphylla","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Obs",1151,NA,NA,NA,"X2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Sophora",NA,NA,NA,NA,NA,-0.333071084794231,0.00357174747745334,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"632",653,653,NA,NA,6,NA,"Anderson, S. H.",2003,"The relative importance of birds and insects as pollinators of the New Zealand flora",NA,"Tiritiri Matangi and Little Barrier","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Myrtaceae","Metrosideros excelsa","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Obs",3880,NA,NA,NA,"X2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Metrosideros",NA,NA,NA,NA,NA,-0.617102733467669,0.00112911420990233,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633",654,654,NA,NA,6,NA,"Anderson, S. H.",2003,"The relative importance of birds and insects as pollinators of the New Zealand flora",NA,"Tiritiri Matangi and Little Barrier","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Pittosporaceae","Pittosporum crassifolium","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Obs",145,NA,NA,NA,"X2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Pittosporum",NA,NA,NA,NA,NA,-0.786541225578362,0.0318979266347687,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Temperate","","","","","","","",NA,"",NA,"",NA,NA,NA
"634",655,655,NA,NA,6,NA,"Anderson, S. H.",2003,"The relative importance of birds and insects as pollinators of the New Zealand flora",NA,"Tiritiri Matangi and Little Barrier","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Loganiaceae","Geniostoma ligustrifolium","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Obs",16350,NA,NA,NA,"X2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Geniostoma",NA,NA,NA,NA,NA,-0.122786996742789,0.000245570521714573,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635",656,656,NA,NA,6,NA,"Anderson, S. H.",2003,"The relative importance of birds and insects as pollinators of the New Zealand flora",NA,"Tiritiri Matangi and Little Barrier","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Araliaceae","Neopanax arboreus","Pollinator guild diversity","fruit set",NA,NA,NA,NA,NA,NA,"Obs",46434,NA,NA,NA,"X2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"New Zealand",NA,NA,"Neopanax",NA,NA,NA,NA,NA,-1.01951793895635,0.000108529319195581,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
