"","X.2","X.1","X","NUMBER","ACC","PAGE","Author","Year","Title","DOI","Location","Biome","Landscape","Lower_diversity_guild","Higher_diversity_guilds","Plant.species.family","Plant.species","Pollinator.variable.measure","Reproductive.succes.measure","Response","Nc.visits","Nt.visits","Escala_visitas","Nc.sp..Poll","Nt.sp..Poll","Obs.Exp","N","Escala.N","N.control","N.treat","Measure.used","Value","df","valueC","valueT","Unidad","seC","seT","Visitas.C","Visitas.T","Unidad.de.tiempo.de.visitas","Country","Obs","Tiempo.muestreo","Genus","logRR_manual","SD_C","SD_T","cv_c","cv_t","yi","vi","Guild_sp","Exp_no.exp","Managed_Wild","Vert_Invert","Diurn_Noctur","Flying_Noflying","Cultivo","Biomes","Flower_color","Flower_sex","Flower_sexual_self-incompatibility_mechanism","Plant_mating_system","Flower_insemination_autogamous_or_xenogamous","Species_reproduction_type","Flower_corolla_type","Flower_colour","Breeding_system","Sex_or_flower_type","IMPUTED_Compatibility","Flower_morphology","Flowers_per_plant","Autonomous_selfing_level"
"186",195,195,356,NA,NA,3,"Jaca, J.; Nogales, M.; Traveset, A.",2019,"Reproductive success of the Canarian Echium simplex (Boraginaceae) mediated by vertebrates and insects","10.1111/plb.12926","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","vertebrate flying/no-flying excluded","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",549,"flower",412,137,NA,NA,NA,78.29,61.46,"%",0.73,2.44,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",0.242033324217484,14.8173816850346,28.5594677821559,0.189262762613803,0.464683823334785,-0.876407157553632,0.010425989608057,"Guild",FALSE,"Wild","Vertebrate",NA,"Both","No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",196,196,357,NA,NA,4,"Jaca, J.; Nogales, M.; Traveset, A.",2019,"Reproductive success of the Canarian Echium simplex (Boraginaceae) mediated by vertebrates and insects","10.1111/plb.12926","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","Invertebrate flying exclusion","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",755,"flower",412,343,NA,NA,NA,78.29,26.1,"%",0.73,1.71,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",1.09848456659117,14.8173816850346,31.6696431934432,0.189262762613803,1.21339629093652,-2.17361088955075,0.00847150013535029,"Guild",FALSE,"Wild","Invertebrate",NA,"Flying","No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",197,197,358,NA,NA,5,"Jaca, J.; Nogales, M.; Traveset, A.",2019,"Reproductive success of the Canarian Echium simplex (Boraginaceae) mediated by vertebrates and insects","10.1111/plb.12926","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","Vertebrate Diurnal flying exclusion","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",348,"fruits",223,125,NA,NA,NA,1.538,1.533,NA,0.027,0.037,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",0.0032562711937752,0.403195982122838,0.413672575837461,0.262156035190402,0.269845124486276,-0.0122589144379161,0.0124845208536883,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",198,198,359,NA,NA,6,"Jaca, J.; Nogales, M.; Traveset, A.",2019,"Reproductive success of the Canarian Echium simplex (Boraginaceae) mediated by vertebrates and insects","10.1111/plb.12926","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","Vertebrate No-flying exclusion","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",290,"fruits",223,67,NA,NA,NA,1.538,1.217,NA,0.027,0.048,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",0.234094057078062,0.403195982122838,0.392896933049878,0.262156035190402,0.322840536606309,-0.798692534850321,0.0205095224898666,"Guild",FALSE,"Wild","Vertebrate",NA,"No-flying","No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",199,199,360,NA,NA,7,"Jaca, J.; Nogales, M.; Traveset, A.",2019,"Reproductive success of the Canarian Echium simplex (Boraginaceae) mediated by vertebrates and insects","10.1111/plb.12926","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","vertebrate flying/no-flying excluded","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",352,"fruits",223,129,NA,NA,NA,1.538,1.558,NA,0.027,0.049,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",-0.0129200763651043,0.403195982122838,0.556533017888427,0.262156035190402,0.357209895948926,0.0429025160244742,0.012238857442631,"Guild",FALSE,"Wild","Vertebrate",NA,"Both","No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",200,200,361,NA,NA,8,"Jaca, J.; Nogales, M.; Traveset, A.",2019,"Reproductive success of the Canarian Echium simplex (Boraginaceae) mediated by vertebrates and insects","10.1111/plb.12926","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","Invertebrate flying exclusion","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","seed set",NA,NA,NA,NA,NA,NA,"Exp",283,"fruits",223,60,NA,NA,NA,1.538,1.342,NA,0.027,0.085,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",0.136321832533962,0.403195982122838,0.658407168855261,0.262156035190402,0.490616370234919,-0.417275723338285,0.0214586023931962,"Guild",FALSE,"Wild","Invertebrate",NA,"Flying","No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",201,201,362,"1677",85,1,"Jaca, Julia; Nogales, Manuel; Travesee, Anna",2020,"Effect of diurnal vs. nocturnal pollinators and flower position on the reproductive success of Echium simplex","10.1007/s11829-020-09759-4","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","Diurnal exclusion","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",114,"upper flower",65,49,NA,NA,NA,76.03,36,"%",2.32,2.71,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",0.747609060784235,18.7044379760526,18.97,0.246013915244675,0.526944444444444,-2.1128570281657,0.0553724489195233,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",202,202,363,NA,NA,2,"Jaca, Julia; Nogales, Manuel; Travesee, Anna",2020,"Effect of diurnal vs. nocturnal pollinators and flower position on the reproductive success of Echium simplex","10.1007/s11829-020-09759-4","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","Nocturnal exclusion","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",115,"upper flower",65,50,NA,NA,NA,76.03,46.69,"%",2.32,2.82,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",0.4875979902575,18.7044379760526,19.9404112294606,0.246013915244675,0.427080985852659,-1.51400270668642,0.0453507205839798,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",203,203,364,NA,NA,3,"Jaca, Julia; Nogales, Manuel; Travesee, Anna",2020,"Effect of diurnal vs. nocturnal pollinators and flower position on the reproductive success of Echium simplex","10.1007/s11829-020-09759-4","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","Diurnal exclusion","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",112,"intermediate flower",65,47,NA,NA,NA,77.28,24.13,"%",1.43,1.85,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",1.16397931026732,11.5290285800669,12.6829610107419,0.149185152433578,0.525609656475008,-4.38972008828611,0.122686400653861,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",204,204,365,NA,NA,4,"Jaca, Julia; Nogales, Manuel; Travesee, Anna",2020,"Effect of diurnal vs. nocturnal pollinators and flower position on the reproductive success of Echium simplex","10.1007/s11829-020-09759-4","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","Nocturnal exclusion","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",115,"intermediate flower",65,50,NA,NA,NA,77.28,42.01,"%",1.43,2.63,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",0.609527504722972,11.5290285800669,18.5969083452062,0.149185152433578,0.442678132473368,-2.33439301684647,0.0590776186763614,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",205,205,366,NA,NA,5,"Jaca, Julia; Nogales, Manuel; Travesee, Anna",2020,"Effect of diurnal vs. nocturnal pollinators and flower position on the reproductive success of Echium simplex","10.1007/s11829-020-09759-4","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","Diurnal exclusion","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",101,"bottom flower",59,42,NA,NA,NA,77.46,32.21,"%",1.43,1.92,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",0.877484710743499,10.9840384194521,12.4430221409431,0.141802716491765,0.386309287207175,-3.86771290251409,0.11481413722454,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",206,206,367,NA,NA,6,"Jaca, Julia; Nogales, Manuel; Travesee, Anna",2020,"Effect of diurnal vs. nocturnal pollinators and flower position on the reproductive success of Echium simplex","10.1007/s11829-020-09759-4","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","Nocturnal exclusion","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",109,"bottom flower",59,50,NA,NA,NA,77.46,39.69,"%",1.43,3.06,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",0.668662407291632,10.9840384194521,21.6374675043084,0.141802716491765,0.545161690710717,-2.24213040536188,0.0600094679306676,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",207,207,368,NA,NA,7,"Jaca, Julia; Nogales, Manuel; Travesee, Anna",2020,"Effect of diurnal vs. nocturnal pollinators and flower position on the reproductive success of Echium simplex","10.1007/s11829-020-09759-4","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","Diurnal exclusion","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","seed set","negative",NA,NA,NA,NA,NA,"Exp",315,"fruits",188,127,NA,NA,NA,1.33,1.65,NA,0.03,0.03,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",-0.215596345678827,0.411339276024063,0.338082830087539,0.309277651145912,0.204898684901539,0.832340927397301,0.0142928336039169,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",208,208,369,NA,NA,8,"Jaca, Julia; Nogales, Manuel; Travesee, Anna",2020,"Effect of diurnal vs. nocturnal pollinators and flower position on the reproductive success of Echium simplex","10.1007/s11829-020-09759-4","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","Nocturnal exclusion","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","seed set","negative",NA,NA,NA,NA,NA,"Exp",333,"fruits",188,145,NA,NA,NA,1.33,1.83,NA,0.03,0.03,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",-0.319137024619667,0.411339276024063,0.361247837363769,0.309277651145912,0.197403189816267,1.27803617210222,0.0146682178633137,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",209,209,370,NA,NA,9,"Jaca, Julia; Nogales, Manuel; Travesee, Anna",2020,"Effect of diurnal vs. nocturnal pollinators and flower position on the reproductive success of Echium simplex","10.1007/s11829-020-09759-4","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","Diurnal exclusion","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","seed weight","neutral",NA,NA,NA,NA,NA,"Exp",587,"seed",311,276,NA,NA,NA,5.14,6.17,NA,0.07,0.1,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",-0.182645758450223,1.23446344619839,1.66132477258362,0.24016798564171,0.269258472055691,0.709016876897181,0.00726682089802278,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",210,210,371,NA,NA,10,"Jaca, Julia; Nogales, Manuel; Travesee, Anna",2020,"Effect of diurnal vs. nocturnal pollinators and flower position on the reproductive success of Echium simplex","10.1007/s11829-020-09759-4","Chamorga","Mediterranean Forests, Woodlands & Scrub","Shrubland","Nocturnal exclusion","all visitors","Boraginaceae","Echium simplex","Pollinator guild diversity","seed weight","neutral",NA,NA,NA,NA,NA,"Exp",497,"seed",311,186,NA,NA,NA,5.14,5.45,NA,0.07,0.1,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Echium",-0.0585625292080791,1.23446344619839,1.36381816969859,0.24016798564171,0.25024186599974,0.241004357933911,0.00865021187238249,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",211,211,372,"1678",86,1,"Jaca, Julia; Rodriguez, Noemi; Nogales, Manuel; Traveset, Anna",2019,"Impact of alien rats and honeybees on the reproductive success of an ornithophilous endemic plant in Canarian thermosclerophyllous woodland relicts","10.1007/s10530-019-02040-7","Teno Rural Park","Mediterranean Forests, Woodlands & Scrub","Shrubland","vertebrate excluded","all visitors","Campanulaceae","Canarina canariensis","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",321,"flower",224,97,NA,NA,NA,29.47,16.59,"%",3.02,3.61,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Canarina",0.57457269254725,45.1992212322292,35.5543766644839,1.53373672318389,2.14312095626787,-0.302150801033115,0.0149157682806344,"Guild",FALSE,"Wild","Vertebrate",NA,NA,"No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",212,212,373,NA,NA,2,"Jaca, Julia; Rodriguez, Noemi; Nogales, Manuel; Traveset, Anna",2019,"Impact of alien rats and honeybees on the reproductive success of an ornithophilous endemic plant in Canarian thermosclerophyllous woodland relicts","10.1007/s10530-019-02040-7","Teno Rural Park","Mediterranean Forests, Woodlands & Scrub","Shrubland","Vertebrate No-flying exclusion","all visitors","Campanulaceae","Canarina canariensis","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",328,"flower",224,104,NA,NA,NA,29.47,31.72,"%",3.02,4.62,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Canarina",-0.0735746000170439,45.1992212322292,47.1149403055973,1.53373672318389,1.48533859727608,0.0489994442652667,0.0140833303076251,"Guild",FALSE,"Wild","Vertebrate",NA,"No-flying","No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",213,213,374,NA,NA,3,"Jaca, Julia; Rodriguez, Noemi; Nogales, Manuel; Traveset, Anna",2019,"Impact of alien rats and honeybees on the reproductive success of an ornithophilous endemic plant in Canarian thermosclerophyllous woodland relicts","10.1007/s10530-019-02040-7","Teno Rural Park","Mediterranean Forests, Woodlands & Scrub","Shrubland","Vertebrate Diurnal flying exclusion","all visitors","Campanulaceae","Canarina canariensis","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",302,"flower",224,78,NA,NA,NA,29.47,15.72,"%",3.02,3.83,NA,NA,NA,"Spain, Canary Islands",NA,NA,"Canarina",0.628439009748543,45.1992212322292,33.8256441180357,1.53373672318389,2.15175853168166,-0.322182569212895,0.017456655501528,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",214,214,375,"1712",87,1,"Janecek, Stepan; Chmel, Krystof; Uceda Gomez, Guillermo; Janeckova, Petra; Chmelova, Eliska; Sejfova, Zuzana; Luma Ewome, Francis",2020,"Ecological fitting is a sufficient driver of tight interactions between sunbirds and ornithophilous plants","10.1002/ece3.5942","Buea town","Tropical & Subtropical Moist Broadleaf Forests","Agricultural","Vertebrate Diurnal flying exclusion","all visitors","Heliconiaceae","Heliconia bihai","Pollinator guild diversity","Pollen load","negative",NA,NA,NA,NA,NA,"Exp",58,"flower",31,27,NA,NA,NA,0.013,0.106,NA,0.02,0.05,NA,NA,NA,"Cameroon",NA,NA,"Heliconia",-2.09848973665053,0.1113552872566,0.259807621135332,8.5657913274308,2.45101529372954,0.470767627995352,0.0712056374115141,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","Crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",215,215,376,NA,NA,2,"Janecek, Stepan; Chmel, Krystof; Uceda Gomez, Guillermo; Janeckova, Petra; Chmelova, Eliska; Sejfova, Zuzana; Luma Ewome, Francis",2020,"Ecological fitting is a sufficient driver of tight interactions between sunbirds and ornithophilous plants","10.1002/ece3.5942","Buea town","Tropical & Subtropical Moist Broadleaf Forests","Agricultural","Vertebrate Diurnal flying exclusion","all visitors","Zingiberaceae","Etlingera elatior (red)","Pollinator guild diversity","Pollen load","positive",NA,NA,NA,NA,NA,"Exp",38,"flower",20,18,NA,NA,NA,0.643,0.242,NA,0.156,0.125,NA,NA,NA,"Cameroon",NA,NA,"Etlingera",0.977206998080933,0.697653208979934,0.530330085889911,1.08499721458777,2.19144663590872,-0.628875157177662,0.110759291914966,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","Crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",216,216,377,NA,NA,3,"Janecek, Stepan; Chmel, Krystof; Uceda Gomez, Guillermo; Janeckova, Petra; Chmelova, Eliska; Sejfova, Zuzana; Luma Ewome, Francis",2020,"Ecological fitting is a sufficient driver of tight interactions between sunbirds and ornithophilous plants","10.1002/ece3.5942","Buea town","Tropical & Subtropical Moist Broadleaf Forests","Agricultural","Vertebrate Diurnal flying exclusion","all visitors","Zingiberaceae","Etlingera elatior (white)","Pollinator guild diversity","Pollen load","positive",NA,NA,NA,NA,NA,"Exp",37,"flower",19,18,NA,NA,NA,0.225,0.113,NA,0.127,0.077,NA,NA,NA,"Cameroon",NA,NA,"Etlingera",0.68871258349208,0.553580165829666,0.326683332908185,2.46035629257629,2.89100294609013,-0.239442368369257,0.108961900013333,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","Crop","Tropical",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",217,217,378,"1739",88,1,"Jiang, Xia; Deng, Hui-Ni; Qu, Jiao; Zeng, Hong; Cao, Guo-Xing",2019,"The function of extrafloral nectaries in the pollination and reproduction of Sambucus javanica","10.1111/1442-1984.12234","Yaan","Temperate Broadleaf & Mixed Forests","Forest","Invertebrate flying exclusion","all visitors","Adoxaceae","Sambucus javanica","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",40,"inflorescence",20,20,NA,NA,NA,68,15,"%",4.92,2.24,NA,NA,NA,"China",NA,NA,"Sambucus",1.5114575040739,22.0029088985979,10.0175845391991,0.323572189685264,0.667838969279937,-3.03865251005697,0.215417613460944,"Guild",FALSE,"Wild","Invertebrate",NA,"Flying","No_crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",218,218,379,NA,NA,2,"Jiang, Xia; Deng, Hui-Ni; Qu, Jiao; Zeng, Hong; Cao, Guo-Xing",2019,"The function of extrafloral nectaries in the pollination and reproduction of Sambucus javanica","10.1111/1442-1984.12234","Yaan","Temperate Broadleaf & Mixed Forests","Forest","Invertebrate No-flying exclusion","all visitors","Adoxaceae","Sambucus javanica","Pollinator guild diversity","fruit set","neutral",NA,NA,NA,NA,NA,"Exp",40,"inflorescence",20,20,NA,NA,NA,68,67,"%",4.92,5.59,NA,NA,NA,"China",NA,NA,"Sambucus",0.0148150857851412,22.0029088985979,24.9992399884476,0.323572189685264,0.373122984902204,-0.0416204337136411,0.100021653256281,"Guild",FALSE,"Wild","Invertebrate",NA,"No-flying","No_crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",219,219,380,"1758",89,1,"Johnson, S. D.; Pauw, A.; Midgley, J.",2001,"Rodent pollination in the African lily Massonia depressa (Hyacinthaceae)","10.2307/3558351","Karoo","Deserts & Xeric Shrublands","Shrubland","Vertebrate Nocturnal no-flying excluded","all visitors","Hyacinthaceae","Massonia depressa","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",46,"plant",23,23,NA,NA,NA,30.4,4.3,"%",NA,NA,NA,NA,NA,"South Africa",NA,NA,"Massonia",1.95582758571266,11.6432,2.0081,NA,NA,-3.07044468361302,0.189430766903559,"Guild",FALSE,"Wild","Vertebrate","Nocturnal","No-flying","No_crop","Deserts","g_y","","","","","","(partly) united",NA,"",NA,"",NA,NA,NA
"211",220,220,381,NA,NA,2,"Johnson, S. D.; Pauw, A.; Midgley, J.",2001,"Rodent pollination in the African lily Massonia depressa (Hyacinthaceae)","10.2307/3558351","Karoo","Deserts & Xeric Shrublands","Shrubland","Vertebrate Nocturnal no-flying excluded","all visitors","Hyacinthaceae","Massonia depressa","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",46,"plant",23,23,"Z",2.19,NA,20,1.95,NA,9.9,1.95,NA,NA,NA,"South Africa",NA,NA,"Massonia",2.32790290097834,47.4787320807959,9.3518714704598,2.3739366040398,4.79583152331272,-0.518454781693451,0.0898782104419653,"Guild",FALSE,"Wild","Vertebrate","Nocturnal","No-flying","No_crop","Deserts","g_y","","","","","","(partly) united",NA,"",NA,"",NA,NA,NA
"212",221,221,382,NA,NA,3,"Johnson, S. D.; Pauw, A.; Midgley, J.",2001,"Rodent pollination in the African lily Massonia depressa (Hyacinthaceae)","10.2307/3558351","Karoo","Deserts & Xeric Shrublands","Shrubland","Vertebrate Nocturnal no-flying excluded","all visitors","Hyacinthaceae","Massonia depressa","Pollinator guild diversity","fruit number","positive",NA,NA,NA,NA,NA,"Exp",46,"plant",23,23,"Z",2.26,NA,1.39,0.47,NA,0.61,0.47,NA,NA,NA,"South Africa",NA,NA,"Massonia",1.08432633142063,2.92545722922076,2.25404081595698,2.10464548864803,4.79583152331272,-0.346253928564999,0.0882596932939858,"Guild",FALSE,"Wild","Vertebrate","Nocturnal","No-flying","No_crop","Deserts","g_y","","","","","","(partly) united",NA,"",NA,"",NA,NA,NA
"213",222,222,383,"1792",90,1,"Juergens, Andreas; Glueck, Ulrike; Aas, Gregor; Doetterl, Stefan",2014,"Diel fragrance pattern correlates with olfactory preferences of diurnal and nocturnal flower visitors in Salix caprea (Salicaceae)","10.1111/boj.12183","Bayreuth","Temperate Broadleaf & Mixed Forests","Urban","Diurnal exclusion","all visitors","Salicaceae","Salix caprea","Pollinator guild diversity","seed set","positive",NA,NA,NA,NA,NA,"Exp",10,"plant",5,5,NA,NA,NA,2.31,0.58,NA,0.65,0.26,NA,NA,NA,"Germany",NA,NA,"Salix",1.38197469997537,1.45344418537486,0.581377674149945,0.629196617045395,1.00237530025853,-1.41084334474083,0.499523947169975,"Guild",FALSE,"Wild",NA,"Diurnal",NA,"No_crop","Temperate","o_y","dioecious","","amphimicitc, sexual, allogamy","allogamous","by seed/by spore","",NA,"dioecious",NA,"",NA,NA,NA
"214",223,223,384,NA,NA,2,"Juergens, Andreas; Glueck, Ulrike; Aas, Gregor; Doetterl, Stefan",2014,"Diel fragrance pattern correlates with olfactory preferences of diurnal and nocturnal flower visitors in Salix caprea (Salicaceae)","10.1111/boj.12183","Bayreuth","Temperate Broadleaf & Mixed Forests","Urban","Nocturnal exclusion","all visitors","Salicaceae","Salix caprea","Pollinator guild diversity","seed set","neutral",NA,NA,NA,NA,NA,"Exp",10,"plant",5,5,NA,NA,NA,2.31,1.9,NA,0.65,0.55,NA,NA,NA,"Germany",NA,NA,"Salix",0.195393638361308,1.45344418537486,1.22983738762488,0.629196617045395,0.647282835592044,-0.274909593345773,0.403778764225677,"Guild",FALSE,"Wild",NA,"Nocturnal",NA,"No_crop","Temperate","o_y","dioecious","","amphimicitc, sexual, allogamy","allogamous","by seed/by spore","",NA,"dioecious",NA,"",NA,NA,NA
"215",224,224,400,"1985",95,1,"Kuhn, N.; Midgley, J.; Steenhuisen, S. L.",2017,"Reproductive biology of three co-occurring, primarily small-mammal pollinated Protea species (Proteaceae)","10.1016/j.sajb.2017.08.020","Western Cape","Mediterranean Forests, Woodlands & Scrub","Agricultural","vertebrate flying/no-flying excluded","all visitors","Proteaceae","Protea sulphurea","Pollinator guild diversity","seed set","neutral",NA,NA,NA,NA,NA,"Exp",34,"plants",17,17,NA,NA,NA,0.135,0.115,NA,0.025,0.021,NA,NA,NA,"South Africa",NA,NA,"Protea",0.160342650075179,0.103077640640442,0.0865852181379709,0.763538078818085,0.752914940330181,-0.205137954180003,0.118265905591841,"Guild",FALSE,"Wild","Vertebrate",NA,"Both","Crop","Mediterranean",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",225,225,401,"1997",96,1,"Kunitake, Yoko Kawate; Hasegawa, Masami; Miyashita, Tadashi; Higuchi, Hiroyoshi",2004,"Role of a seasonally specialist bird Zosterops japonica on pollen transfer and reproductive success of Camellia japonica in a temperate area","10.1111/j.1442-1984.2004.00115.x","Niizima Island","Temperate Broadleaf & Mixed Forests","Forest","Vertebrate Diurnal flying exclusion","all visitors","Theaceae","Camellia japonica","Pollinator guild diversity","fruit set","positive",NA,NA,NA,NA,NA,"Exp",240,"flower",120,120,NA,NA,NA,36.2,5.7,"%",NA,NA,NA,NA,NA,"Japan",NA,NA,"Camellia",1.84859294399122,13.8646,2.6619,NA,NA,-3.04561338564164,0.0359911685308324,"Guild",FALSE,"Wild","Vertebrate","Diurnal","Flying","No_crop","Temperate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
